SKU, Name, Supply Phase 1, Supply Phase 2 , Supply Phase 3, Supply Phase 4, Supply Phase 5 , LLC Pricing, Description, IsActive
8632,Base Cap #163 (11/16 x 1-3/8) FJ Primed,Interior Trim|Mouldings|Base Cap,Interior Trim|Mouldings|Base Cap|FJ,Interior Trim|Raleigh Interior Trim|Mouldings|Basecap,Interior Trim|Northern VA Interior Trim|Mouldings|Basecap,,,Base Cap #163 (11/16 x 1-3/8) FJ Primed,Yes
8633,Base Cap #163 (11/16 x 1-3/8) PVC ,Interior Trim|Northern VA Interior Trim|Mouldings|Basecap,,,,,,Base Cap #163 (11/16 x 1-3/8) PVC ,Yes
8634,Base Cap #164 (11/16 x 1-1/8),Interior Trim|Mouldings|Base Cap,,,,,,Base Cap #164 (11/16 x 1-1/8),Yes
8635,Base Cap #166 (11/16 x 1-1/4),Interior Trim|Mouldings|Base Cap,,,,,,Base Cap #166 (11/16 x 1-1/4),Yes
8636,Base Cap #172 (5/8 x 3/4) ,Interior Trim|Mouldings|Base Cap,,,,,,Base Cap #172 (5/8 x 3/4) ,Yes
8637,Bed Mould #70 (9/16 x 2-5/8) Clear,Interior Trim|Northern VA Interior Trim|Mouldings|Bed Mould,,,,,,Bed Mould #70 (9/16 x 2-5/8),Yes
8638,Bed Mould #74 (9/16 x 1-3/4) FJ,Interior Trim|Mouldings|Bed Mould,,,,,,Bed Mould #74 (9/16 x 1-3/4) FJ,Yes
8639,Bed Mould #75 (9/16 x 1-5/8) Clear,Interior Trim|Northern VA Interior Trim|Mouldings|Bed Mould,,,,,,Bed Mould #75 (9/16 x 1-5/8),Yes
8640,Bed Mould #75 (9/16 x 1-5/8) FJ ,Interior Trim|Northern VA Interior Trim|Mouldings|Bed Mould,,,,,,Bed Mould #75 (9/16 x 1-5/8) FJ ,Yes
8641,Bed Mould #75 (9/16 x 1-5/8) FJ Primed,Interior Trim|Northern VA Interior Trim|Mouldings|Bed Mould,,,,,,Bed Mould #75 (9/16 x 1-5/8) FJ Primed,Yes
8642,Bed Mould #75 (9/16 x 1-5/8) PVC,Interior Trim|Northern VA Interior Trim|Mouldings|Bed Mould,,,,,,Bed Mould #75 (9/16 x 1-5/8) PVC,Yes
8643,Bed Mould (1/16 x 1-1/4),Interior Trim|Mouldings|Bed Mould,,,,,,Bed Mould (1/16 x 1-1/4),Yes
8644,1 x 12 - 12' Ready Shelf,Interior Trim|Bookcases,,,,,,1 x 12 - 12' Ready Shelf,Yes
8645,1 x 12 - 8' Ready Shelf,Interior Trim|Bookcases,,,,,,1 x 12 - 8' Ready Shelf,Yes
8646,1 x 12 MDF Shelving,Interior Trim|Bookcases,,,,,,1 x 12 MDF Shelving,Yes
8647,1 x 12 Particle Board Shelving,Interior Trim|Bookcases,,,,,,1 x 12 Particle Board Shelving,Yes
8648,1 x 16 - 12' Ready Shelf,Interior Trim|Bookcases,,,,,,1 x 16 - 12' Ready Shelf,Yes
8649,1 x 16 MDF Shelving,Interior Trim|Bookcases,,,,,,1 x 16 MDF Shelving,Yes
8650,1 x 16 Particle Board Shelving,Interior Trim|Bookcases,,,,,,1 x 16 Particle Board Shelving,Yes
8651,1 x 2  #2  Raw Shelving  ,Interior Trim|Bookcases,,,,,,1 x 2  #2  Raw Shelving  ,Yes
8652,1 x 24 MDF Shelving,Interior Trim|Bookcases,,,,,,1 x 24 MDF Shelving,Yes
8653,1 x 4  #2  Raw Shelving  ,Interior Trim|Bookcases,,,,,,1 x 4  #2  Raw Shelving  ,Yes
8654,3/4 x 12 -12' Particle Board Shelving,Interior Trim|Bookcases,,,,,,3/4 x 12 -12' Particle Board Shelving,Yes
8655,3/4 x 12 -8' Particle Board Shelving,Interior Trim|Bookcases,,,,,,3/4 x 12 -8' Particle Board Shelving,Yes
8656,3/4 x 1-3/4 Poplar Shelf Edge,Interior Trim|Bookcases,,,,,,3/4 x 1-3/4 Poplar Shelf Edge,Yes
8657,3/4 x 16 -12' Particle Board Shelving,Interior Trim|Bookcases,,,,,,3/4 x 16 -12' Particle Board Shelving,Yes
8658,3/4 x 16 -8' Particle Board Shelving,Interior Trim|Bookcases,,,,,,3/4 x 16 -8' Particle Board Shelving,Yes
8659,3/4 x 24 -12' Particle Board Shelving,Interior Trim|Bookcases,,,,,,3/4 x 24 -12' Particle Board Shelving,Yes
8660,3/4 x 24 -8' Particle Board Shelving,Interior Trim|Bookcases,,,,,,3/4 x 24 -8' Particle Board Shelving,Yes
8661,Shelf Brackets,Interior Trim|Bookcases,,,,,,Shelf Brackets,Yes
8662,Brick Mould #180 (1-1/4 x 2 - 10') FJ ,Interior Trim|Mouldings|Brick Mould,,,,,,Brick Mould #180 (1-1/4 x 2 - 10') FJ ,Yes
8663,Brick Mould #180 (1-1/4 x 2 - 16') FJ ,Interior Trim|Mouldings|Brick Mould,,,,,,Brick Mould #180 (1-1/4 x 2 - 16') FJ ,Yes
8664,Brick Mould #180 (1-1/4 x 2 - 18') FJ ,Interior Trim|Mouldings|Brick Mould,,,,,,Brick Mould #180 (1-1/4 x 2 - 18') FJ ,Yes
8665,Brick Mould #180 (1-1/4 x 2) Clear,Interior Trim|Northern VA Interior Trim|Mouldings|Brick Mould,,,,,,Brick Mould #180 (1-1/4 x 2),Yes
8666,Brick Mould #180 (1-1/4 x 2) FJ ,Interior Trim|Mouldings|Brick Mould,,,,,,Brick Mould #180 (1-1/4 x 2) FJ ,Yes
8667,Brick Mould #180 (1-1/4 x 2) FJ Primed,Interior Trim|Northern VA Interior Trim|Mouldings|Brick Mould,,,,,,Brick Mould #180 (1-1/4 x 2) FJ Primed,Yes
8668,Brick Mould #180 (1-3/16 x 3-1/4) FJ Primed,Interior Trim|Mouldings|Brick Mould,,,,,,Brick Mould #180 (1-3/16 x 3-1/4) FJ Primed,Yes
8669,Casing #327 (11/16 x 2-1/4) Clear,Interior Trim|Northern VA Interior Trim|Mouldings|Casing,,,,,,Casing #327 (11/16 x 2-1/4) ,Yes
8670,Casing #327 (11/16 x 2-1/4) FJ,Interior Trim|Northern VA Interior Trim|Mouldings|Casing,,,,,,Casing #327 (11/16 x 2-1/4) FJ,Yes
8671,Casing #327 (11/16 x 2-1/4) FJ Primed,Interior Trim|Northern VA Interior Trim|Mouldings|Casing,,,,,,Casing #327 (11/16 x 2-1/4) FJ Primed,Yes
8672,Casing #327 (11/16 x 2-1/4) MDF,Interior Trim|Mouldings|Casing|MDF,,,,,,Casing #327 (11/16 x 2-1/4) MDF,Yes
8673,Casing #356 (11/16 x 2-1/4 - 14') MDF ,Interior Trim|Mouldings|Casing|MDF,,,,,,Casing #356 (11/16 x 2-1/4 - 14') MDF ,Yes
8674,Casing #356 (11/16 x 2-1/4 - 7') MDF ,Interior Trim|Mouldings|Casing|MDF,,,,,,Casing #356 (11/16 x 2-1/4 - 7') MDF ,Yes
8675,Casing #356 (11/16 x 2-1/4) ,Interior Trim|Mouldings|Casing,,,,,,Casing #356 (11/16 x 2-1/4) ,Yes
8676,Casing #356 (11/16 x 2-1/4) FJ Primed,Interior Trim|Mouldings|Casing|FJ,,,,,,Casing #356 (11/16 x 2-1/4) FJ Primed,Yes
8677,Casing #361 (11/16 x 2-1/2) ,Interior Trim|Mouldings|Casing,,,,,,Casing #361 (11/16 x 2-1/2) ,Yes
8678,Casing #361 (11/16 x 2-1/2) FJ,Interior Trim|Mouldings|Casing|FJ,,,,,,Casing #361 (11/16 x 2-1/2) FJ,Yes
8679,Casing #361 (11/16 x 2-1/2) FJ Primed,Interior Trim|Mouldings|Casing|FJ,,,,,,Casing #361 (11/16 x 2-1/2) FJ Primed,Yes
8680,Casing #366 (11/16 x 2-1/4) Clear,Interior Trim|Northern VA Interior Trim|Mouldings|Casing,,,,,,Casing #366 (11/16 x 2-1/4) ,Yes
8681,Casing #366 (11/16 x 2-1/4) FJ Primed ,Interior Trim|Northern VA Interior Trim|Mouldings|Casing,,,,,,Casing #366 (11/16 x 2-1/4) FJ Primed ,Yes
8682,Casing #366 (11/16 x 2-1/4) MDF ,Interior Trim|Mouldings|Casing|MDF,,,,,,Casing #366 (11/16 x 2-1/4) MDF ,Yes
8683,Casing #37 (9/16 x 3-1/4) Reversible Fluting/Reeding Clear,Interior Trim|Northern VA Interior Trim|Mouldings|Casing,,,,,,Casing #37 (9/16 x 3-1/4) Reversible Fluting/Reeding ,Yes
8684,Casing #37 (9/16 x 3-1/4) Reversible Fluting/Reeding FJ,Interior Trim|Mouldings|Casing|FJ,Interior Trim|Northern VA Interior Trim|Mouldings|Casing,,,,,Casing #37 (9/16 x 3-1/4) Reversible Fluting/Reeding FJ,Yes
8685,Casing #37 (9/16 x 3-1/4) Reversible Fluting/Reeding FJ Primed,Interior Trim|Northern VA Interior Trim|Mouldings|Casing,,,,,,Casing #37 (9/16 x 3-1/4) Reversible Fluting/Reeding FJ Primed,Yes
8686,Casing #371 (11/16 x 2-1/2) Clear,Interior Trim|Northern VA Interior Trim|Mouldings|Casing,,,,,,Casing #371 (11/16 x 2-1/2) ,Yes
8687,Casing #371 (11/16 x 2-1/2) FJ,Interior Trim|Northern VA Interior Trim|Mouldings|Casing,,,,,,Casing #371 (11/16 x 2-1/2) FJ,Yes
8688,Casing #371 (11/16 x 2-1/2) FJ Primed,Interior Trim|Northern VA Interior Trim|Mouldings|Casing,,,,,,Casing #371 (11/16 x 2-1/2) FJ Primed,Yes
8689,Casing #376 (11/16 x 2-1/4) Clear,Interior Trim|Northern VA Interior Trim|Mouldings|Casing,,,,,,Casing #376 (11/16 x 2-1/4) ,Yes
8690,Casing #376 (11/16 x 2-1/4) FJ Primed ,Interior Trim|Northern VA Interior Trim|Mouldings|Casing,,,,,,Casing #376 (11/16 x 2-1/4) FJ Primed ,Yes
8691,Casing #376 (11/16 x 2-1/4) MDF,Interior Trim|Mouldings|Casing|MDF,,,,,,Casing #376 (11/16 x 2-1/4) MDF,Yes
8692,Casing #387 (11/16 x 2-1/4),Interior Trim|Mouldings|Casing,,,,,,Casing #387 (11/16 x 2-1/4),Yes
8693,Casing #387 (11/16 x 2-1/4) FJ ,Interior Trim|Mouldings|Casing|FJ,,,,,,Casing #387 (11/16 x 2-1/4) FJ ,Yes
8694,Casing #412 (11/16 x 3-1/2)  ,Interior Trim|Mouldings|Casing,,,,,,Casing #412 (11/16 x 3-1/2)  ,Yes
8695,Casing #412 (11/16 x 3-1/2) FJ ,Interior Trim|Mouldings|Casing|FJ,,,,,,Casing #412 (11/16 x 3-1/2) FJ ,Yes
8696,Casing #412 (11/16 x 3-1/2) FJ Primed ,Interior Trim|Mouldings|Casing|FJ,,,,,,Casing #412 (11/16 x 3-1/2) FJ Primed ,Yes
8697,Casing #432 (9/16 x 3-1/2)  ,Interior Trim|Mouldings|Casing,,,,,,Casing #432 (9/16 x 3-1/2)  ,Yes
8698,Casing #432 (9/16 x 3-1/2) FJ ,Interior Trim|Mouldings|Casing|FJ,,,,,,Casing #432 (9/16 x 3-1/2) FJ ,Yes
8699,Casing #432 (9/16 x 3-1/2) FJ Primed ,Interior Trim|Mouldings|Casing|FJ,,,,,,Casing #432 (9/16 x 3-1/2) FJ Primed ,Yes
8700,Casing #444 (11/16 x 3-1/4 ) WP,Interior Trim|Mouldings|Casing|Clear,,,,,,Casing #444 (11/16 x 3-1/4 ) WP,Yes
8701,Casing #444 (11/16 x 3-1/4) FJ ,Interior Trim|Mouldings|Casing|FJ,,,,,,Casing #444 (11/16 x 3-1/4) FJ ,Yes
8702,Casing #444 (11/16 x 3-1/4) FJ Primed,Interior Trim|Mouldings|Casing|FJ,,,,,,Casing #444 (11/16 x 3-1/4) FJ Primed,Yes
8703,Casing #444 (11/16 x 3-1/4) MDF ,Interior Trim|Mouldings|Casing|MDF,,,,,,Casing #444 (11/16 x 3-1/4) MDF ,Yes
8704,"Adder for FJ Casing 445 (3-1/4) 6'-8"" - Single",Doors|Interior Doors|Casing|Add,,,,,,"Adder for FJ Casing 445 (3-1/4) 6'-8"" - Single",Yes
8705,Casing #445 (11/16 x 3-1/4) FJ ,Interior Trim|Northern VA Interior Trim|Mouldings|Casing,,,,,,Casing #445 (11/16 x 3-1/4) FJ ,Yes
8706,Casing #445 (11/16 x 3-1/4) FJ Primed,Interior Trim|Mouldings|Casing|FJ,Interior Trim|Northern VA Interior Trim|Mouldings|Casing,,,,,Casing #445 (11/16 x 3-1/4) FJ Primed,Yes
8707,Casing #445 (11/16 x 3-1/4) MDF ,Interior Trim|Mouldings|Casing|MDF,,,,,,Casing #445 (11/16 x 3-1/4) MDF ,Yes
8708,Casing #452 (11/16 x 2-1/2) Clear,Interior Trim|Northern VA Interior Trim|Mouldings|Casing,,,,,,Casing #452 (11/16 x 2-1/2)  ,Yes
8709,Casing #452 (11/16 x 2-1/2) FJ ,Interior Trim|Northern VA Interior Trim|Mouldings|Casing,,,,,,Casing #452 (11/16 x 2-1/2) FJ ,Yes
8710,Casing #452 (11/16 x 2-1/2) FJ Primed ,Interior Trim|Northern VA Interior Trim|Mouldings|Casing,,,,,,Casing #452 (11/16 x 2-1/2) FJ Primed ,Yes
8711,Casing #460 (1-1/16 x 11/16) FJ,Interior Trim|Mouldings|Casing|FJ,Interior Trim|Raleigh Interior Trim|Mouldings|Casing,Interior Trim|Texas Region Millwork|Mouldings|Casings|FJ White Pine,Interior Trim|Northern VA Interior Trim|Mouldings|Casing,,,Casing #460 (1-1/16 x 11/16) FJ,Yes
8712,Casing #460 (1-1/16 x 11/16) MDF,Interior Trim|Mouldings|Casing|MDF,,,,,,Casing #460 (1-1/16 x 11/16) MDF,Yes
8713,Casing #472 (9/16 x 2-1/2)  ,Interior Trim|Mouldings|Casing,,,,,,Casing #472 (9/16 x 2-1/2)  ,Yes
8714,Casing #472 (9/16 x 2-1/2) FJ ,Interior Trim|Mouldings|Casing|FJ,,,,,,Casing #472 (9/16 x 2-1/2) FJ ,Yes
8715,Casing #472 (9/16 x 2-1/2) FJ Primed ,Interior Trim|Mouldings|Casing|FJ,,,,,,Casing #472 (9/16 x 2-1/2) FJ Primed ,Yes
8716,Casing #496 (7/16 x 1-5/8)  ,Interior Trim|Mouldings|Casing,,,,,,Casing #496 (7/16 x 1-5/8)  ,Yes
8717,Casing #496 (7/16 x 1-5/8) FJ ,Interior Trim|Mouldings|Casing|FJ,,,,,,Casing #496 (7/16 x 1-5/8) FJ ,Yes
8718,Casing #496 (7/16 x 1-5/8) FJ Primed ,Interior Trim|Mouldings|Casing|FJ,,,,,,Casing #496 (7/16 x 1-5/8) FJ Primed ,Yes
8719,Casing Fluted (11/16 x 5-3/8),Interior Trim|Mouldings|Casing,,,,,,Casing Fluted (11/16 x 5-3/8),Yes
8720,Casing Fluted Pilaster (11/16 x 5-3/8) FJ,Interior Trim|Mouldings|Casing|FJ,,,,,,Casing Fluted Pilaster (11/16 x 5-3/8) FJ,Yes
8721,Casing RB3 (11/16 x 3-1/2) FJ,Interior Trim|Mouldings|Casing,,,,,,Casing RB3 (11/16 x 3-1/2) FJ,Yes
8722,"Adder for FJ Casing RB3 - 6'-8"" - Single",Interior Trim|Mouldings|Casing|FJ,Doors|Interior Doors|Casing|Add,Interior Trim|Raleigh Interior Trim|Mouldings|Casing,Interior Trim|Northern VA Interior Trim|Mouldings|Casing,,,"Adder for FJ Casing RB3  - 6'-8"" - Single",Yes
8723,Casing RB3 (11/16 x 3-1/2) MDF,Interior Trim|Mouldings|Casing|MDF,,,,,,Casing RB3 (11/16 x 3-1/2) MDF,Yes
8724,Chair Rail #297 (11/16 x 3) Clear,Interior Trim|Northern VA Interior Trim|Mouldings|Chair Rail,,,,,,Chair Rail #297 (11/16 x 3),Yes
8725,Chair Rail #297 (11/16 x 3) FJ,Interior Trim|Northern VA Interior Trim|Mouldings|Chair Rail,,,,,,Chair Rail #297 (11/16 x 3) FJ,Yes
8726,Chair Rail #297 (11/16 x 3) FJ Primed,Interior Trim|Northern VA Interior Trim|Mouldings|Chair Rail,,,,,,Chair Rail #297 (11/16 x 3) FJ Primed,Yes
8727,Chair Rail #297 (11/16 x 3) MDF,Interior Trim|Mouldings|Chair Rail,,,,,,Chair Rail #297 (11/16 x 3) MDF,Yes
8728,Chair Rail #300 (1-1/16 x 3) Clear,Interior Trim|Northern VA Interior Trim|Mouldings|Chair Rail,,,,,,Chair Rail #300 (1-1/16 x 3) ,Yes
8729,Chair Rail #300 (1-1/16 x 3) FJ,Interior Trim|Raleigh Interior Trim|Mouldings|Chair Rail,Interior Trim|Northern VA Interior Trim|Mouldings|Chair Rail,,,,,Chair Rail #300 (1-1/16 x 3) FJ,Yes
8730,Chair Rail #300 (1-1/16 x 3) FJ Primed,Interior Trim|Raleigh Interior Trim|Mouldings|Chair Rail,Interior Trim|Northern VA Interior Trim|Mouldings|Chair Rail,,,,,Chair Rail #300 (1-1/16 x 3) FJ Primed,Yes
8731,Chair Rail #300 (1-1/16 x 3) MDF,Interior Trim|Raleigh Interior Trim|Mouldings|Chair Rail,,,,,,Chair Rail #300 (1-1/16 x 3) MDF,Yes
8732,Chair Rail #302 (1-1/16 x 2-3/4) Clear,Interior Trim|Northern VA Interior Trim|Mouldings|Chair Rail,,,,,,Chair Rail #302 Front (1-1/16 x 2-3/4),Yes
8733,Chair Rail #302 (1-1/16 x 2-3/4) FJ,Interior Trim|Northern VA Interior Trim|Mouldings|Chair Rail,,,,,,Chair Rail #302 Front (1-1/16 x 2-3/4) FJ,Yes
8734,Chair Rail #302 (1-1/16 x 2-3/4) FJ Primed,Interior Trim|Northern VA Interior Trim|Mouldings|Chair Rail,,,,,,Chair Rail #302 Front (1-1/16 x 2-3/4) FJ Primed,Yes
8735,Chair Rail #390 (5/8 x 2-5/8 -10') Oak,Interior Trim|Mouldings|Chair Rail,,,,,,Chair Rail #390 (5/8 x 2-5/8 -10') Oak,Yes
8736,Chair Rail #390 (5/8 x 2-5/8 -10') Poplar,Interior Trim|Mouldings|Chair Rail,,,,,,Chair Rail #390 (5/8 x 2-5/8 -10') Poplar,Yes
8737,Chair Rail #390 (5/8 x 2-5/8 -12') Oak,Interior Trim|Mouldings|Chair Rail,,,,,,Chair Rail #390 (5/8 x 2-5/8 -12') Oak,Yes
8738,Chair Rail #390 (5/8 x 2-5/8 -12') Poplar,Interior Trim|Mouldings|Chair Rail,,,,,,Chair Rail #390 (5/8 x 2-5/8 -12') Poplar,Yes
8739,Chair Rail #390 (5/8 x 2-5/8 -14') Oak,Interior Trim|Mouldings|Chair Rail,,,,,,Chair Rail #390 (5/8 x 2-5/8 -14') Oak,Yes
8740,Chair Rail #390 (5/8 x 2-5/8 -14') Poplar,Interior Trim|Mouldings|Chair Rail,,,,,,Chair Rail #390 (5/8 x 2-5/8 -14') Poplar,Yes
8741,Chair Rail #390 (5/8 x 2-5/8 -16') Oak,Interior Trim|Mouldings|Chair Rail,,,,,,Chair Rail #390 (5/8 x 2-5/8 -16') Oak,Yes
8742,Chair Rail #390 (5/8 x 2-5/8 -16') Poplar,Interior Trim|Mouldings|Chair Rail,,,,,,Chair Rail #390 (5/8 x 2-5/8 -16') Poplar,Yes
8743,Chair Rail #390 (5/8 x 2-5/8 -16') Primed,Interior Trim|Mouldings|Chair Rail,,,,,,Chair Rail #390 (5/8 x 2-5/8 -16') Primed,Yes
8744,Chair Rail #390 (5/8 x 2-5/8 -8') Oak,Interior Trim|Mouldings|Chair Rail,,,,,,Chair Rail #390 (5/8 x 2-5/8 -8') Oak,Yes
8745,Chair Rail #390 (5/8 x 2-5/8 -8') Poplar,Interior Trim|Mouldings|Chair Rail,,,,,,Chair Rail #390 (5/8 x 2-5/8 -8') Poplar,Yes
8746,Chair Rail Backer #957/304 (5/8 x 4-1/2) Clear,Interior Trim|Northern VA Interior Trim|Mouldings|Chair Rail Backer,,,,,,Chair Rail Backer #304 (5/8 x 4-1/2),Yes
8747,Chair Rail Backer #957/304 (5/8 x 4-1/2) FJ,Interior Trim|Northern VA Interior Trim|Mouldings|Chair Rail Backer,,,,,,Chair Rail Backer #304 (5/8 x 4-1/2) FJ,Yes
8748,Chair Rail Backer #957/304 (5/8 x 4-1/2) FJ Primed,Interior Trim|Northern VA Interior Trim|Mouldings|Chair Rail Backer,,,,,,Chair Rail Backer #304 (5/8 x 4-1/2) FJ Primed,Yes
8750,Chair Rail Backer #398 (1/2 x 5-1/4) FJ,Interior Trim|Mouldings|Chair Rail Backer,,,,,,Chair Rail Backer #398 (1/2 x 5-1/4) FJ,Yes
8751,Chair Rail Backer #398 (1/2 x 5-1/4) FJ Primed,Interior Trim|Mouldings|Chair Rail Backer,,,,,,Chair Rail Backer #398 (1/2 x 5-1/4) FJ Primed,Yes
8753,Chair Rail Backer #425 (1/2 x 4-1/2) FJ,Interior Trim|Raleigh Interior Trim|Mouldings|Chair Rail Backer,,,,,,Chair Rail Backer #425 (1/2 x 4-1/2) FJ,Yes
8754,Chair Rail Backer #425 (1/2 x 4-1/2) FJ Primed,Interior Trim|Raleigh Interior Trim|Mouldings|Chair Rail Backer,,,,,,Chair Rail Backer #425 (1/2 x 4-1/2) FJ Primed,Yes
8755,Chair Rail Backer #425 (1/2 x 4-1/2) MDF,Interior Trim|Raleigh Interior Trim|Mouldings|Chair Rail Backer,,,,,,Chair Rail Backer #425 (1/2 x 4-1/2) MDF,Yes
8756,Chair Rail Backer #516 (1/2 x 5-1/2) ,Interior Trim|Mouldings|Chair Rail Backer,,,,,,Chair Rail Backer #516 (1/2 x 5-1/2) ,Yes
8757,Chair Rail Backer #516 (1/2 x 5-1/2) FJ,Interior Trim|Mouldings|Chair Rail Backer,,,,,,Chair Rail Backer #516 (1/2 x 5-1/2) FJ,Yes
8758,Chair Rail Backer #516 (1/2 x 5-1/2) FJ Primed,Interior Trim|Mouldings|Chair Rail Backer,,,,,,Chair Rail Backer #516 (1/2 x 5-1/2) FJ Primed,Yes
8759,Closet Rod - 10',Interior Trim|Closet,"Cabinets, Closets, and Storage|Closet / Storage",,,,,Closet Rod - 10',Yes
8760,Closet Rod - 16',Interior Trim|Closet,,,,,,Closet Rod - 16',Yes
8761,Closet Rod - 8',Interior Trim|Closet,,,,,,Closet Rod - 8',Yes
8762,Closet Rod Cups - Pair,Interior Trim|Closet,,,,,,Closet Rod Cups - Pair,Yes
8763,Closet Rod Shelf Brackets,Interior Trim|Closet,,,,,,Closet Rod Shelf Brackets,Yes
8764,Closet Shelving (3/4 x 14) - Laminate shelf w/ support & chrome pole; Delivery and installation included,Interior Trim|Closet,,,,,,Closet Shelving (3/4 x 14) - Laminate shelf w/ support & chrome pole; Delivery and installation included,Yes
8765,"Garage Cabinet & Shelving - 3/4"" X 20""D; TALL LAMINATE CABINET W/ (4) SHELVES & (2) FLAT PANEL DOORS; 80""H X 32""W; DELIVERY & INSTALLATION INCLUDED",Interior Trim|Closet,,,,,,"Garage Cabinet & Shelving - 3/4"" X 20""D; TALL LAMINATE CABINET W/ (4) SHELVES & (2) FLAT PANEL DOORS; 80""H X 32""W; DELIVERY & INSTALLATION INCLUDED",Yes
8766,"Garage Cabinet & Shelving (3/4 x 14) - Upper laminate cabinet w/ (2) shelves & (2) flat panel doors (24"" x 32""); Delivery and installation included",Interior Trim|Closet,,,,,,"Garage Cabinet & Shelving (3/4 x 14) - Upper laminate cabinet w/ (2) shelves & (2) flat panel doors (24"" x 32""); Delivery and installation included",Yes
8767,Linen Shelving (3/4 x 20) - Laminate linen shelves w/supports; Delivery & installation included,Interior Trim|Closet,,,,,,Linen Shelving (3/4 x 20) - Laminate linen shelves w/supports; Delivery & installation included,Yes
8768,Pantry Shelving  (3/4 x 14) Laminate pantry shelves w/ supports; Delivery & installation included,Interior Trim|Closet,,,,,,Pantry Shelving  (3/4 x 14) Laminate pantry shelves w/ supports; Delivery & installation included,Yes
8769,Round Fiberglass Column - 10 x 10' Plain w/ C&B,Interior Trim|Columns|Fiberglass,,,,,,Round Fiberglass Column - 10 x 10' Plain w/ C&B,Yes
8770,Round Fiberglass Column - 10 x 12' Plain w/ C&B,Interior Trim|Columns|Fiberglass,,,,,,Round Fiberglass Column - 10 x 12' Plain w/ C&B,Yes
8771,Round Fiberglass Column - 10 x 8' Plain w/ C&B,Interior Trim|Columns|Fiberglass,,,,,,Round Fiberglass Column - 10 x 8' Plain w/ C&B,Yes
8772,Round Fiberglass Column - 12 x 10' Plain w/ C&B,Interior Trim|Columns|Fiberglass,,,,,,Round Fiberglass Column - 12 x 10' Plain w/ C&B,Yes
8773,Round Fiberglass Column - 12 x 12' Plain w/ C&B,Interior Trim|Columns|Fiberglass,,,,,,Round Fiberglass Column - 12 x 12' Plain w/ C&B,Yes
8774,Round Fiberglass Column - 12 x 8' Plain w/ C&B,Interior Trim|Columns|Fiberglass,,,,,,Round Fiberglass Column - 12 x 8' Plain w/ C&B,Yes
8775,Round Fiberglass Column - 8 x 10' Plain w/ C&B,Interior Trim|Columns|Fiberglass,,,,,,Round Fiberglass Column - 8 x 10' Plain w/ C&B,Yes
8776,Round Fiberglass Column - 8 x 8' Plain w/ C&B,Interior Trim|Columns|Fiberglass,,,,,,Round Fiberglass Column - 8 x 8' Plain w/ C&B,Yes
8777,Round Wood Column - 10 x 10' Fluted w/ C&B,Interior Trim|Columns|Wood,,,,,,Round Wood Column - 10 x 10' Fluted w/ C&B,Yes
8778,Round Wood Column - 10 x 10' Plain w/ C&B,Interior Trim|Columns|Wood,,,,,,Round Wood Column - 10 x 10' Plain w/ C&B,Yes
8779,Round Wood Column - 10 x 8' Plain w/ C&B,Interior Trim|Columns|Wood,,,,,,Round Wood Column - 10 x 8' Plain w/ C&B,Yes
8780,Round Wood Column - 12 x 10' Plain w/ C&B,Interior Trim|Columns|Wood,,,,,,Round Wood Column - 12 x 10' Plain w/ C&B,Yes
8781,Round Wood Column - 12 x 12' Plain w/ C&B,Interior Trim|Columns|Wood,,,,,,Round Wood Column - 12 x 12' Plain w/ C&B,Yes
8782,Round Wood Column - 6 x 8' Plain w/ C&B,Interior Trim|Columns|Wood,,,,,,Round Wood Column - 6 x 8' Plain w/ C&B,Yes
8783,Round Wood Column - 8 x 10' Plain w/ C&B,Interior Trim|Columns|Wood,,,,,,Round Wood Column - 8 x 10' Plain w/ C&B,Yes
8784,Round Wood Column - 8 x 8' Plain w/ C&B,Interior Trim|Columns|Wood,,,,,,Round Wood Column - 8 x 8' Plain w/ C&B,Yes
8785,Split Wood Column ,Interior Trim|Columns|Wood,,,,,,Split Wood Column ,Yes
8786,Wood Stave Columns - 12 x 10' w/Std Cap & Base,Interior Trim|Columns|Wood,,,,,,Wood Stave Columns - 12 x 10' w/Std Cap & Base,Yes
8787,Corner Mould #205 (1-1/8 x 1-1/8) ,Interior Trim|Mouldings|Corner Mould,,,,,,Corner Mould #205 (1-1/8 x 1-1/8) ,Yes
8788,Corner Mould #206 (11/16 x 11/16),Interior Trim|Mouldings|Corner Mould,,,,,,Corner Mould #206 (11/16 x 11/16),Yes
8789,Cove Mould - Oak (3/4 x 3/4),Interior Trim|Mouldings|Cove Mould,,,,,,Cove Mould - Oak (3/4 x 3/4),Yes
8790,Cove Mould - Poplar (3/4 x 3/4),Interior Trim|Mouldings|Cove Mould,,,,,,Cove Mould - Poplar (3/4 x 3/4),Yes
8791,Cove Mould #100 (11/16 x 11/16) Clear,Interior Trim|Northern VA Interior Trim|Mouldings|Cove Mould,,,,,,Cove Mould #100 (11/16 x 11/16),Yes
8792,"Cove Mould #100 (3/4"" x 3/4"")",Interior Trim|Mouldings|Cove Mould,,,,,,"Cove Mould #100 (3/4"" x 3/4"")",Yes
8793,"Cove Mould #100 (#8052) (3/4"" x 3/4"") FJ",Interior Trim|Mouldings|Cove Mould,,,,,,"Cove Mould #100 (#8052) (3/4"" x 3/4"") FJ",Yes
